Location\Items,Grappling Hook,Progressive Picto Box,Iron Boots,Empty Bottle,Bait Bag,Delivery Bag,Boomerang,Progressive Bow,Hookshot,Deku Leaf,Bombs,Skull Hammer,Command Melody,Triforce Shard 1,Triforce Shard 2,Triforce Shard 3,Triforce Shard 4,Triforce Shard 5,Triforce Shard 6,Triforce Shard 7,Triforce Shard 8,Dragon Tingle Statue,Forbidden Tingle Statue,Goddess Tingle Statue,Earth Tingle Statue,Wind Tingle Statue,Din's Pearl,Farore's Pearl,Nayru's Pearl,Progressive Sword,Progressive Shield,Power Bracelets,DRC Small Key,DRC Big Key,FW Small Key,FW Big Key,TotG Small Key,TotG Big Key,ET Small Key,ET Big Key,WT Small Key,WT Big Key,Maggie's Letter,Moblin's Letter,Note to Mom,Cabana Deed,Ghost Ship Chart,Progressive Wallet,Progressive Magic Meter,Spoils Bag,Progressive Quiver,Treasure Chart 1,Treasure Chart 2,Treasure Chart 3,Treasure Chart 4,Treasure Chart 5,Treasure Chart 6,Treasure Chart 7,Treasure Chart 8,Treasure Chart 9,Treasure Chart 10,Treasure Chart 11,Treasure Chart 12,Treasure Chart 13,Treasure Chart 14,Treasure Chart 15,Treasure Chart 16,Treasure Chart 17,Treasure Chart 18,Treasure Chart 19,Treasure Chart 20,Treasure Chart 21,Treasure Chart 22,Treasure Chart 23,Treasure Chart 24,Treasure Chart 25,Treasure Chart 26,Treasure Chart 27,Treasure Chart 28,Treasure Chart 29,Treasure Chart 30,Treasure Chart 31,Treasure Chart 32,Treasure Chart 33,Treasure Chart 34,Treasure Chart 35,Treasure Chart 36,Treasure Chart 37,Treasure Chart 38,Treasure Chart 39,Treasure Chart 40,Treasure Chart 41,Triforce Chart 1,Triforce Chart 2,Triforce Chart 3,Triforce Chart 4,Triforce Chart 5,Triforce Chart 6,Triforce Chart 7,Triforce Chart 8,Tingle Tuner,Magic Armor,Piece of Heart,Heart Container,Hero's Charm,Progressive Bomb Bag,Red Chu Jelly,Green Chu Jelly,Joy Pendant,Golden Feather,Boko Baba Seed,Skull Necklace,Knight's Crest,All-Purpose Bait,Hyoi Pear,Fill-Up Coupon,Beedle's Chart,Great Fairy Chart,Light Ring Chart,Octo Chart,Platform Chart,Secret Cave Chart,Submarine Chart,Tingle's Chart,Green Rupee,Blue Rupee,Yellow Rupee,Red Rupee,Purple Rupee,Orange Rupee,Silver Rupee,Rainbow Rupee,Hurricane Spin
Pawprint Isle - Chuchu Cave - Behind Left Boulder,150,219,141,199,156,127,132,314,140,142,143,157,136,61,53,52,57,47,63,66,47,141,120,116,129,125,137,130,140,292,274,103,0,0,0,0,0,0,0,0,0,0,145,138,164,118,120,153,241,19,29,18,12,19,20,21,24,15,22,24,25,20,23,21,18,20,15,25,22,26,23,18,24,18,20,22,18,12,23,27,30,23,27,17,16,21,20,21,10,21,17,20,23,22,25,17,22,20,20,19,19,20,885,147,22,43,29,31,226,223,25,232,68,24,95,20,21,20,20,18,18,10,13,21,17,64,78,122,239,376,366,27,19
Pawprint Isle - Chuchu Cave - Behind Right Boulder,153,243,120,184,145,131,141,283,147,154,138,146,126,60,52,64,52,47,55,53,51,114,136,114,147,130,122,169,138,304,216,101,0,0,0,0,0,0,0,0,0,0,149,134,148,123,142,160,250,21,31,24,23,14,14,20,10,25,23,18,26,20,22,24,23,17,21,20,35,17,23,11,22,23,23,23,22,21,22,18,16,28,30,11,16,24,11,25,19,29,21,35,26,19,17,21,21,23,28,19,33,18,908,128,19,50,32,26,212,214,21,238,74,22,103,18,20,19,16,23,21,24,29,14,20,35,76,120,250,367,357,28,28
Pawprint Isle - Chuchu Cave - Scale the Wall,0,258,125,198,120,140,133,328,130,130,161,150,119,63,76,61,55,67,59,72,48,78,61,85,93,89,81,94,93,339,232,122,0,0,0,0,0,0,0,0,0,0,136,114,122,128,120,148,263,32,38,30,12,27,18,24,23,23,22,21,16,24,26,18,19,21,21,19,30,18,22,24,24,23,20,36,19,24,21,29,23,28,26,25,22,16,21,29,20,24,28,27,27,20,24,25,24,14,26,21,11,21,1019,132,22,44,27,19,245,234,35,229,85,40,102,28,25,21,29,22,28,20,25,14,24,59,89,156,292,376,382,37,23
Pawprint Isle - Wizzrobe Cave,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,53,79,50,61,54,35,41,48,42,46,39,47,38,52,53,42,30,30,47,51,34,50,53,41,38,46,39,46,39,24,48,43,42,40,40,51,43,48,28,47,39,46,35,54,40,48,40,46,39,47,40,45,46,1917,258,37,80,60,60,469,492,53,478,159,37,230,38,48,35,56,53,50,46,45,46,44,86,194,244,498,768,806,51,51
Pawprint Isle - Lookout Platform - Defeat the Enemies,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,44,83,37,39,40,41,51,41,43,39,43,60,41,46,45,40,42,38,42,47,57,39,53,48,50,42,36,52,36,43,39,35,42,43,38,32,39,39,45,36,50,51,42,46,45,57,39,30,44,34,54,47,51,1934,257,38,95,51,53,483,467,44,441,154,59,212,40,35,47,51,43,34,37,45,34,53,108,166,273,541,791,807,51,47
Pawprint Isle - Sunken Treasure,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,27,52,26,23,25,26,19,24,25,31,29,22,26,16,21,28,33,31,20,21,41,22,33,39,26,31,26,29,31,31,23,0,27,30,30,21,26,28,27,23,31,34,25,27,29,30,20,23,22,23,35,26,24,1143,145,30,60,0,0,521,0,0,0,0,0,0,32,24,29,27,36,20,25,22,27,0,0,507,1253,1838,2709,0,0,23
Thorned Fairy Island - Great Fairy,150,255,156,195,124,118,119,351,154,139,150,0,152,69,59,52,53,53,55,54,47,84,83,106,108,95,101,86,93,364,270,155,0,0,0,0,0,0,0,0,0,0,145,127,134,150,142,138,261,19,42,15,24,22,16,19,28,24,15,30,16,19,29,29,26,23,18,20,23,25,23,12,27,23,20,21,37,28,21,26,18,21,27,21,23,26,14,19,30,19,32,28,22,24,27,15,21,29,24,22,24,22,935,125,19,52,35,23,228,221,29,237,60,21,95,27,19,16,12,22,26,23,20,19,22,46,87,129,277,391,354,34,21
Thorned Fairy Island - Northeastern Lookout Platform - Destroy the Cannons,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,51,74,53,42,55,38,38,47,50,37,49,54,49,54,48,56,45,53,45,50,42,37,30,38,45,48,36,38,33,55,45,32,49,49,42,34,40,42,40,45,38,38,43,39,49,38,60,46,42,48,33,39,45,1967,252,47,74,53,45,493,448,60,471,159,53,215,43,51,51,54,51,40,36,50,46,55,94,172,274,497,778,758,50,44
Thorned Fairy Island - Southwestern Lookout Platform - Defeat the Enemies,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,48,80,40,48,47,41,37,42,47,59,39,39,43,47,34,49,38,45,32,44,47,47,62,33,41,34,48,53,44,44,34,38,54,54,43,52,39,53,42,52,34,54,39,44,42,49,36,41,38,41,42,50,40,1973,267,43,85,66,58,482,453,58,469,153,54,191,33,45,53,51,44,38,48,51,55,48,102,169,273,490,789,762,48,42
Thorned Fairy Island - Sunken Treasure,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28,55,22,31,22,22,0,32,32,33,31,26,29,24,29,21,20,30,24,29,30,21,28,25,30,20,28,23,26,26,30,22,29,28,30,23,28,24,24,16,23,23,22,30,25,16,21,17,30,29,25,27,22,1182,133,21,50,0,0,536,0,0,0,0,0,0,18,30,29,17,30,32,24,23,14,0,0,558,1262,1840,2728,0,0,31
Eastern Fairy Island - Great Fairy,145,235,139,206,141,134,114,307,136,155,141,140,143,54,56,56,57,53,54,58,52,141,122,124,130,120,134,137,116,323,259,93,0,0,0,0,0,0,0,0,0,0,131,137,111,157,125,155,231,24,40,21,26,17,23,24,26,22,14,19,22,26,18,19,24,25,24,16,16,22,32,16,18,16,17,25,10,31,20,17,14,23,21,20,23,20,20,15,24,23,13,19,25,20,24,23,20,13,24,25,26,13,886,125,18,50,25,31,227,188,22,215,70,22,110,22,16,23,22,11,18,16,17,14,39,58,69,128,272,405,403,22,16
Eastern Fairy Island - Lookout Platform - Defeat the Cannons and Enemies,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,51,77,37,46,42,35,47,39,44,44,40,49,50,38,47,43,39,48,50,48,54,45,34,45,36,39,39,31,58,34,42,44,54,37,50,55,39,46,44,52,41,46,43,36,43,48,45,52,39,52,37,43,43,2033,213,47,92,45,52,461,487,58,442,157,49,243,46,47,46,40,42,42,38,49,43,55,97,177,262,495,763,728,57,44
Eastern Fairy Island - Sunken Treasure,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28,47,23,32,0,28,21,29,26,22,26,18,28,25,24,26,26,25,28,26,31,24,27,26,32,27,28,26,25,23,26,28,29,36,24,25,27,22,25,23,25,12,22,27,24,21,28,24,23,26,20,27,21,1211,160,25,63,0,0,548,0,0,0,0,0,0,18,19,25,31,37,31,33,24,26,0,0,545,1256,1795,2693,0,0,36
Western Fairy Island - Great Fairy,129,274,123,177,139,145,131,369,140,164,158,0,152,63,56,50,46,63,63,65,58,90,93,114,86,80,85,77,94,342,262,138,0,0,0,0,0,0,0,0,0,0,130,124,156,140,128,178,251,18,39,17,21,17,27,27,24,23,25,22,31,23,19,20,28,18,16,17,13,22,21,27,17,23,21,16,21,24,30,17,10,21,24,21,17,21,20,27,28,19,24,19,19,14,21,23,31,25,24,24,27,19,977,147,26,41,16,16,245,228,29,265,82,31,99,21,21,27,20,25,19,19,17,20,25,52,86,125,234,361,381,25,25
Western Fairy Island - Lookout Platform,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,49,85,55,36,43,34,32,47,44,42,33,43,38,45,40,47,41,38,44,50,44,36,50,33,30,47,54,47,53,39,36,45,47,25,48,37,50,38,40,42,51,46,46,46,43,51,38,39,50,30,50,46,45,1972,296,45,79,54,58,496,458,45,474,154,59,204,46,50,52,43,48,37,48,49,37,55,87,132,261,514,787,781,61,40
Western Fairy Island - Sunken Treasure,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,29,46,25,20,24,25,24,29,30,0,29,33,31,20,30,30,27,30,29,22,20,27,27,30,35,31,26,28,30,33,24,29,30,20,31,24,19,27,29,19,22,27,23,21,24,30,25,27,24,21,18,27,30,1147,172,25,68,0,0,535,0,0,0,0,0,0,25,26,27,18,38,15,21,26,23,0,0,548,1229,1786,2740,0,0,38
Southern Fairy Island - Great Fairy,124,227,125,164,127,108,139,319,106,140,81,121,129,59,67,55,66,53,75,60,72,93,110,96,97,90,101,113,89,314,236,102,0,0,0,0,0,0,0,0,0,0,128,107,107,145,110,145,204,30,47,32,20,26,24,28,33,23,31,21,18,26,15,16,24,20,30,18,23,23,29,23,28,21,28,23,24,20,21,22,20,23,18,20,21,15,26,20,20,23,40,29,24,27,24,32,27,31,20,35,22,22,1029,129,32,38,23,27,240,261,20,230,82,33,85,20,21,28,20,17,21,26,23,35,32,50,77,162,253,450,379,24,23
Southern Fairy Island - Lookout Platform - Destroy the Northwest Cannons,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,46,90,50,46,39,60,41,39,36,43,38,29,35,41,42,35,43,49,34,40,29,46,53,44,30,44,42,55,44,34,42,31,38,44,46,42,38,47,42,45,37,53,32,46,37,49,41,47,54,50,44,40,43,1923,266,49,69,55,51,476,489,53,508,157,43,215,37,45,43,58,42,46,43,34,51,46,95,159,258,519,790,804,48,50
Southern Fairy Island - Lookout Platform - Destroy the Southeast Cannons,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,34,90,38,45,46,53,28,39,40,33,39,45,44,45,57,45,42,50,46,44,32,49,47,46,42,49,53,44,50,44,51,46,35,47,42,51,47,51,46,44,47,43,48,42,33,57,36,36,41,52,43,41,40,1900,256,53,89,48,61,472,461,52,485,156,53,222,44,41,37,48,41,39,44,43,47,50,93,133,249,527,769,811,65,50
Southern Fairy Island - Sunken Treasure,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,26,56,20,28,21,0,21,27,29,31,29,24,15,23,27,25,29,24,27,23,22,22,29,20,24,32,22,22,18,31,26,34,27,22,30,24,21,26,28,26,28,25,23,25,23,29,27,26,17,36,27,32,31,1177,147,29,60,0,0,521,0,0,0,0,0,0,29,25,27,25,29,13,28,23,25,0,0,549,1267,1817,2728,0,0,17
Northern Fairy Island - Great Fairy,156,149,105,206,136,152,129,195,121,145,148,129,105,46,47,54,47,56,27,41,56,265,202,242,256,276,271,251,213,201,167,120,0,0,0,0,0,0,0,0,0,0,129,126,123,130,133,166,178,27,39,22,20,25,21,16,19,23,21,15,20,8,28,22,14,15,24,23,14,14,17,21,23,22,19,18,15,15,20,14,20,17,18,19,16,17,18,23,19,20,14,27,14,17,15,19,19,20,18,21,21,20,820,117,16,35,23,24,218,217,25,215,56,15,91,15,18,24,18,17,24,24,19,17,19,49,59,119,217,360,356,38,10
Northern Fairy Island - Submarine,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,47,90,37,38,39,46,49,45,56,40,39,60,32,49,44,35,43,45,49,40,34,51,43,48,42,45,46,46,51,47,43,54,47,47,41,34,41,45,45,36,42,51,32,42,41,38,45,46,40,45,45,32,49,1933,252,46,80,49,62,488,479,47,482,156,53,214,39,44,35,51,43,36,49,45,33,68,105,143,257,527,760,810,56,44
Northern Fairy Island - Sunken Treasure,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,32,54,18,19,23,33,24,40,27,43,25,18,23,22,26,32,22,22,13,21,38,25,32,24,25,0,22,23,21,24,25,30,37,20,33,41,28,27,35,35,27,15,20,30,31,38,29,27,27,22,18,32,24,1179,152,30,41,0,0,514,0,0,0,0,0,0,22,26,24,37,26,26,18,23,26,0,0,571,1222,1816,2696,0,0,20
Tingle Island - Ankle - Reward for All Tingle Statues,186,345,131,212,157,177,134,406,173,156,188,165,145,66,45,50,51,51,60,46,63,0,0,0,0,0,99,112,107,383,282,189,0,0,0,0,0,0,0,0,0,0,125,146,142,134,186,192,289,28,37,10,14,16,21,24,20,16,19,19,19,12,22,19,10,18,17,24,20,13,28,30,20,20,24,25,24,17,25,22,19,26,22,20,19,20,20,20,20,26,18,14,22,26,16,23,19,26,17,19,22,22,945,123,14,37,26,15,234,223,19,206,69,28,105,22,19,19,11,18,10,18,27,16,26,42,84,135,248,385,350,22,22
Tingle Island - Big Octo,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,47,82,47,55,35,37,49,33,51,41,28,51,47,55,29,40,38,39,45,43,40,40,44,46,41,37,43,33,42,46,50,51,43,46,47,48,46,43,46,43,43,50,46,43,43,49,39,48,45,33,47,61,53,1957,275,38,81,60,41,438,501,54,503,144,58,200,49,49,33,37,40,38,49,46,53,58,103,151,260,476,774,818,63,28
Tingle Island - Sunken Treasure,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,25,55,31,24,31,31,28,23,22,33,26,0,22,27,28,28,19,28,29,30,35,26,31,30,21,25,29,23,22,33,29,30,23,19,19,24,29,21,30,33,36,19,26,23,26,31,24,32,23,27,26,38,26,1141,155,22,54,0,0,589,0,0,0,0,0,0,30,31,25,21,27,30,28,29,25,0,0,549,1225,1822,2624,0,0,21
Diamond Steppe Island - Warp Maze Cave - First Chest,127,257,136,201,138,137,99,398,0,156,160,162,143,44,83,60,62,46,60,76,55,92,109,87,96,95,94,98,73,347,262,139,0,0,0,0,0,0,0,0,0,0,132,125,110,143,126,154,271,17,45,24,21,18,20,26,26,22,18,13,16,18,15,24,27,17,21,20,18,24,26,21,13,13,26,19,26,21,26,17,16,18,22,19,27,16,29,31,19,25,20,25,19,25,20,18,25,14,23,18,19,17,975,125,21,36,24,20,239,220,21,239,78,33,101,27,23,19,15,18,24,19,18,20,23,58,69,122,259,401,416,32,29
Diamond Steppe Island - Warp Maze Cave - Second Chest,148,251,136,182,124,125,124,379,0,151,135,162,151,49,52,51,69,55,64,67,74,76,80,88,96,92,84,110,82,372,261,138,0,0,0,0,0,0,0,0,0,0,119,160,130,142,123,135,282,21,38,26,20,19,21,26,11,12,20,27,20,23,21,20,21,15,20,22,30,17,24,20,23,19,15,13,21,15,23,25,23,20,22,23,22,17,19,19,25,18,21,26,16,20,33,20,19,26,20,27,23,20,933,144,29,34,27,30,260,254,29,235,84,26,93,19,33,17,28,17,31,22,18,21,29,36,69,147,266,365,401,21,36
Diamond Steppe Island - Big Octo,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,40,107,55,36,40,39,52,37,48,44,48,35,56,36,45,48,54,38,37,44,38,41,33,49,53,56,41,41,45,42,45,37,50,40,42,51,53,48,53,34,43,32,44,29,40,58,47,38,44,46,43,48,50,1918,273,42,92,36,35,450,470,49,454,156,46,227,51,43,49,44,48,40,53,46,42,45,92,179,264,502,809,784,48,51
Diamond Steppe Island - Sunken Treasure,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,26,65,30,36,25,30,20,27,23,22,23,19,30,20,21,25,34,24,25,28,29,24,29,24,0,19,30,26,27,34,27,33,33,32,32,23,31,25,26,26,27,21,17,20,21,28,29,26,28,24,20,15,23,1179,145,24,60,0,0,552,0,0,0,0,0,0,21,18,28,23,24,18,20,24,34,0,0,541,1259,1800,2731,0,0,16
Bomb Island - Cave,127,214,157,189,120,141,121,282,118,154,130,141,140,54,47,57,61,57,52,52,71,139,129,127,122,114,125,133,151,269,226,128,0,0,0,0,0,0,0,0,0,0,129,150,142,118,123,144,216,28,39,15,20,18,30,24,25,19,19,19,21,16,24,21,16,34,18,20,25,27,20,20,17,24,18,18,22,20,22,15,28,13,22,21,18,21,19,26,22,25,20,21,32,22,23,18,21,13,27,28,19,25,921,125,19,37,24,20,235,242,25,236,74,29,97,21,16,22,26,19,20,25,14,21,23,47,77,144,282,399,382,24,26
Bomb Island - Lookout Platform - Defeat the Enemies,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,46,93,36,50,52,43,41,49,39,42,55,50,46,33,38,51,50,47,37,36,37,34,40,36,52,30,54,39,39,48,39,42,49,48,45,34,56,44,40,50,44,57,41,28,38,43,49,50,48,45,45,49,51,1871,269,36,83,54,52,473,475,51,428,159,47,230,43,58,52,39,43,36,35,40,45,57,115,165,250,545,830,792,45,45
Bomb Island - Submarine,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,57,95,40,48,41,47,47,36,52,41,45,40,36,52,41,57,41,42,36,56,48,43,39,36,37,40,33,53,42,44,51,44,44,55,56,37,50,47,47,36,49,37,44,47,47,47,46,45,39,37,56,43,59,1928,242,49,76,46,47,432,457,50,472,145,54,199,39,41,52,52,47,36,47,35,40,58,109,174,271,543,831,744,44,52
Bomb Island - Sunken Treasure,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27,40,29,26,18,23,25,29,29,27,22,23,28,27,28,31,26,17,24,32,18,0,22,23,34,14,24,20,21,24,38,30,26,36,16,28,18,23,34,38,35,29,33,33,29,25,23,18,25,47,21,31,20,1215,160,27,53,0,0,541,0,0,0,0,0,0,28,29,24,25,30,32,31,25,20,0,0,568,1248,1751,2688,0,0,20
Rock Spire Isle - Cave,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,47,92,44,46,45,46,41,41,49,35,35,40,34,44,55,39,43,49,36,46,42,44,39,42,47,45,31,50,59,44,46,50,43,45,57,45,64,39,36,38,46,39,46,49,46,34,40,42,43,34,43,35,45,1923,254,38,72,50,48,460,438,63,464,155,53,228,45,39,41,48,57,38,39,44,45,58,114,158,292,537,795,758,52,48
Rock Spire Isle - Beedle's Special Shop Ship - 500 Rupee Item,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,51,97,44,29,36,47,44,46,45,39,35,49,49,44,57,31,39,64,51,38,57,45,42,36,49,52,40,44,36,41,42,44,43,37,38,37,46,49,35,56,45,53,46,44,51,37,47,39,45,48,31,47,35,1560,272,46,85,52,44,492,479,34,478,151,61,180,44,44,45,36,47,43,47,54,51,55,97,185,321,612,930,784,70,50
Rock Spire Isle - Beedle's Special Shop Ship - 950 Rupee Item,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,45,78,37,43,48,42,59,41,46,45,52,47,43,40,46,36,36,44,45,48,52,48,39,37,46,61,42,46,36,37,54,50,51,43,41,42,46,38,43,45,53,44,48,50,43,38,57,57,50,47,40,54,41,1595,279,39,99,40,44,515,466,48,471,165,52,196,44,48,44,47,36,60,50,57,32,55,109,198,337,597,856,699,57,37
Rock Spire Isle - Beedle's Special Shop Ship - 900 Rupee Item,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,46,85,38,54,36,39,46,42,45,39,43,41,48,43,41,43,50,44,50,42,41,55,46,41,58,51,45,37,39,44,43,44,43,43,45,45,52,41,41,39,56,52,50,56,47,43,39,28,43,47,44,41,42,1585,241,40,100,67,49,485,446,53,472,162,62,195,41,38,55,58,48,44,41,48,49,43,126,209,357,603,883,724,55,58
Rock Spire Isle - Western Lookout Platform - Destroy the Cannons,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,42,89,49,48,47,51,46,27,53,41,47,45,44,44,43,22,40,39,54,44,50,56,43,39,46,42,37,46,46,44,41,35,49,40,45,45,53,48,54,33,45,32,46,40,42,46,47,38,46,47,52,34,52,1893,290,46,88,46,30,495,428,34,416,137,40,202,36,36,47,42,45,35,40,38,36,37,67,190,329,627,934,668,46,53
Rock Spire Isle - Eastern Lookout Platform - Destroy the Cannons,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,34,88,50,54,53,50,36,49,43,51,47,51,37,51,49,53,45,42,41,42,50,43,38,49,49,37,44,46,62,60,39,47,52,45,35,44,50,46,42,49,45,42,42,51,40,42,52,49,40,34,40,40,51,1855,234,44,79,48,47,493,369,39,385,138,36,171,44,45,49,40,39,48,47,34,44,45,95,183,349,645,954,681,46,45
Rock Spire Isle - Center Lookout Platform,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47,100,42,52,48,48,30,41,36,58,43,52,38,50,52,51,42,45,36,40,32,47,54,33,53,43,39,57,34,39,50,52,43,38,48,47,36,32,39,42,45,35,46,51,41,41,41,40,52,42,50,47,46,1897,272,51,88,42,35,453,355,42,416,133,44,160,53,47,36,37,42,49,51,45,49,48,87,181,352,648,993,651,47,46
Rock Spire Isle - Southeast Gunboat,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,42,88,47,35,40,36,42,48,45,43,46,40,41,49,46,48,52,37,51,40,37,39,42,46,32,44,41,33,48,41,50,30,41,51,39,45,47,35,51,61,32,32,42,39,38,49,34,48,38,40,48,40,43,1942,270,44,88,35,43,451,396,39,410,112,39,185,50,58,47,55,38,48,39,48,46,40,80,192,363,652,1009,602,59,47
Rock Spire Isle - Sunken Treasure,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,23,51,21,0,25,23,28,27,25,30,30,34,21,22,22,23,22,19,26,16,30,25,28,26,21,26,25,33,33,20,15,30,24,41,33,16,24,23,22,29,31,27,25,22,27,27,35,31,27,25,28,27,21,1188,151,23,46,0,0,515,0,0,0,0,0,0,22,21,27,24,32,22,32,22,26,0,0,513,1287,1838,2715,0,0,31
Shark Island - Cave,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,40,75,32,38,35,32,41,49,49,39,41,50,42,58,46,51,43,46,44,46,39,36,43,41,45,47,43,33,45,47,49,33,38,50,48,42,52,42,35,42,46,40,54,46,44,51,62,49,37,59,39,46,38,1948,252,40,89,37,42,404,332,49,357,119,31,150,58,48,51,45,45,39,43,42,57,48,80,223,392,660,1076,613,39,53
